_id,medicine_name,alternative_match_key,brand,brand_normalized,brand_strictness,category_tags[0],category_tags[1],category_tags[2],category_tags[3],category_tags[4],category_tags[5],category_tags[6],category_tags[7],category_tags[8],category_tags[9],category_tags[10],category_tags[11],category_tags[12],category_tags[13],category_tags[14],category_tags[15],category_tags[16],composition,created_at,dosage,dosage_unit,dosage_value,enrichment_model,enrichment_prompt_type,enrichment_prompt_version,enrichment_source,evital_enriched,evital_medicine_id,form,form_group,formulation_modifier,identifier_type,is_active,item_category,item_type,last_enriched_at,llm_enriched,manually_reviewed,manufacturer,normalized_composition,pack_size.pack_size_raw,pack_size.pack_size_value,pack_size.pack_size_unit,pack_size.packing_type,pack_size.packing_size_description,pack_size.sellable_unit,pack_size.units_per_sellable,pack_size.sellable_unit_type,primary_benefit,primary_category_id,schedule,search_aliases[0],search_aliases[1],search_aliases[2],search_aliases[3],search_aliases[4],search_aliases[5],search_aliases[6],search_aliases[7],search_aliases[8],search_aliases[9],search_aliases[10],search_aliases[11],search_aliases[12],search_aliases[13],search_aliases[14],search_aliases[15],search_aliases[16],search_aliases[17],variant,brand_token_count,brand_tokens[0],brand_tokens[1],brand_tokens[2],brand_tokens[3],brand_tokens[4],brand_tokens[5],brand_tokens[6],brand_tokens[7],brand_tokens[8],brand_tokens[9],brand_tokens[10],brand_tokens[11],brand_tokens[12],last_evital_enriched_at,sale_discount,_phantom_deactivated_job_id,updated_at,composition_salts[0],composition_salts[1],composition_salts[2],composition_salts[3],composition_salts[4],composition_salts[5],composition_salts[6],composition_salts[7],composition_salts[8],composition_salts[9],composition_salts[10],composition_salts[11],composition_salts[12],composition_salts[13],composition_salts[14],composition_salts[15],composition_salts[16],composition_salts[17],composition_salts[18],composition_salts[19],composition_salts[20],composition_salts[21],composition_salts[22],composition_salts[23],composition_salts[24],composition_salts[25],composition_salts[26],composition_salts[27],composition_salts[28],composition_salts[29],composition_salts[30],composition_salts[31],composition_salts[32],composition_salts[33],composition_salts[34],composition_salts[35],composition_salts[36],composition_salts[37],composition_salts[38],composition_salts[39],composition_salts[40],composition_salts[41],composition_salts[42],composition_salts[43],composition_salts[44],composition_salts[45],composition_salts[46],composition_salts[47],composition_salts[48],composition_salts[49],dosage_components[0].value,dosage_components[1].value,dosage_components[2].value,dosage_components[3].value,dosage_components[4].value,dosage_components[5].value,dosage_components[6].value,dosage_components[7].value,dosage_components[8].value,dosage_components[9].value,dosage_components[10].value,dosage_components[11].value,dosage_components[12].value,dosage_components[13].value,dosage_components[14].value,dosage_components[15].value,dosage_components[16].value,dosage_components[17].value,dosage_components[18].value,dosage_components[19].value,dosage_components[20].value,dosage_components[21].value,dosage_components[22].value,dosage_components[23].value,dosage_components[24].value,dosage_components[25].value,dosage_components[26].value,dosage_components[27].value,dosage_components[28].value,dosage_components[29].value,dosage_components[30].value,dosage_components[31].value,dosage_components[32].value,dosage_components[33].value,dosage_components[34].value,dosage_components[35].value,dosage_components[36].value,dosage_components[37].value,dosage_components[38].value,dosage_components[39].value,dosage_components[40].value,dosage_components[41].value,dosage_components[42].value,dosage_components[43].value,dosage_components[44].value,dosage_components[45].value,dosage_components[46].value,dosage_components[47].value,dosage_components[48].value,dosage_components[49].value,dosage_components[50].value,dosage_components[0].unit,dosage_components[1].unit,dosage_components[2].unit,dosage_components[3].unit,dosage_components[4].unit,dosage_components[5].unit,dosage_components[6].unit,dosage_components[7].unit,dosage_components[8].unit,dosage_components[9].unit,dosage_components[10].unit,dosage_components[11].unit,dosage_components[12].unit,dosage_components[13].unit,dosage_components[14].unit,dosage_components[15].unit,dosage_components[16].unit,dosage_components[17].unit,dosage_components[18].unit,dosage_components[19].unit,dosage_components[20].unit,dosage_components[21].unit,dosage_components[22].unit,dosage_components[23].unit,dosage_components[24].unit,dosage_components[25].unit,dosage_components[26].unit,dosage_components[27].unit,dosage_components[28].unit,dosage_components[29].unit,dosage_components[30].unit,dosage_components[31].unit,dosage_components[32].unit,dosage_components[33].unit,dosage_components[34].unit,dosage_components[35].unit,dosage_components[36].unit,dosage_components[37].unit,dosage_components[38].unit,dosage_components[39].unit,dosage_components[40].unit,dosage_components[41].unit,dosage_components[42].unit,dosage_components[43].unit,dosage_components[44].unit,dosage_components[45].unit,dosage_components[46].unit,dosage_components[47].unit,dosage_components[48].unit,dosage_components[49].unit,dosage_components[50].unit,dosage_pattern,dosage_pattern_with_units,composition_recovery_attempted_at,composition_recovery_job_id,composition_status,composition_indexed,composition_indexed_at,composition_indexed_reason,composition_recovery_at,composition_source,composition_source_confidence,composition_source_job_id,composition_source_urls[0],composition_source_urls[1],composition_source_urls[2],pack_size,manufacturer_name,mrp,price,pack_size_details,packing_size,size,packing,slug,sibling_origin,_sweep_job_id,_phantom_salvage_job_id,salt_content_id,_llm_refresh_at,_llm_refresh_job_id,composition_recovery_from_id
69c2bf91843017652081135a,Aciloc 25 Injection,ranitidine 25mg,Aciloc,aciloc,,ranitidine,antacid,h2 blocker,acidity,heartburn,gastric ulcer,acid reflux,gerd,pet mein jalan,gas,ulcer,stomach acid,,,,,,Ranitidine (25mg),2026-03-24T16:45:05.845132+00:00,25mg,mg,25,gpt-5.4,allopathic,2.0,evital+llm,true,T+sm5Dd1ZJ8YCrQDSkV4lg==,Injection,E,,brand_name,true,general_injection,medicine,2026-03-24T16:45:05.845083+00:00,true,false,Cadila Pharmaceuticals Ltd,ranitidine 25mg,2 Ml,2,ml,ampoule,1 Ampoule of  2 Ml,ampoule,2,measurement,acidity relief,819,H,aciloc25,aciloc 25,aciloc 25mg,aciloc 25 injection,aciloc-25,aciloc injection,aciloc,,,,,,,,,,,,,1,aciloc,,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,ranitidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf93843017652081135c,Aciloc Rd 20 Tablet,domperidone 10mg + omeprazole 20mg,Aciloc Rd,aciloc rd,,domperidone,omeprazole,acidity,acid reflux,gas,gerd,heartburn,nausea,vomiting,ppi,prokinetic,pet ki jalan,,,,,,Domperidone (10mg) + Omeprazole (20mg),2026-03-24T16:45:07.102520+00:00,20mg,mg,20,gpt-5.4,allopathic,2.0,evital+llm,true,MvxGAUPnjCdcMmweCgHk6Q==,Tablet,C,Rd,brand_name,true,drug,medicine,2026-03-24T16:45:07.102446+00:00,true,false,Cadila Pharmaceuticals Ltd,domperidone 10mg + omeprazole 20mg,15 Tablet,15,tablet,strip,1 Strip of  15 Tablet,strip,15,countable,acidity and gas relief,819,H,aciloc rd 20mg,aciloc rd20,acilocrd,acilocrd20,aciloc 20 rd,aciloc rd,aciloc rd 20,,,,,,,,,,,,,2,aciloc,rd,,,,,,,,,,,,,,,2026-05-05T19:46:21.101167+00:00,domperidone,omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/20,10mg+20mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf9e8430176520811366,Acitrom 4 Tablet,nicoumalone 4mg,Acitrom,acitrom,,nicoumalone,anticoagulant,blood thinner,antithrombotic,clot prevention,blood clot,dvt,pulmonary embolism,stroke prevention,heart valve,thrombosis,khoon patla karne ki dawai,,,,,,Nicoumalone (4mg),2026-03-24T16:45:18.138423+00:00,4mg,mg,4,gpt-5.4,allopathic,2.0,evital+llm,true,UcdP44vETphEcbm0+U4m7A==,Tablet,C,,brand_name,true,drug,medicine,2026-03-24T16:45:18.138372+00:00,true,false,Abbott Healthcare Pvt Ltd,nicoumalone 4mg,30 Tablet,30,tablet,strip,1 Strip of  30 Tablet,strip,30,countable,blood clot prevention,819,H,acitrom tab,aci trom,acitrom 4mg,acitrom,acitrom4,acitrom 4,,,,,,,,,,,,,,1,acitrom,,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,nicoumalone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bf9e8430176520811367,Acivir 800 DT Tablet,aciclovir 800mg,Acivir DT,acivir dt,,aciclovir,antiviral,herpes,shingles,chickenpox,viral infection,cold sores,genital herpes,skin infection,virus,,,,,,,,Aciclovir (800mg),2026-03-24T16:45:18.578554+00:00,800mg,mg,800,gpt-5.4,allopathic,2.0,evital+llm,true,HIqgs5jfNHQptvAxIAN2RQ==,Tablet,C,DT,brand_name,true,drug,medicine,2026-03-24T16:45:18.578498+00:00,true,false,Cipla Ltd,aciclovir 800mg,10 Tablet,10,tablet,strip,1 Strip of  10 Tablet,strip,10,countable,viral infection treatment,819,H,acivirdt800,acivir800dt,acivir dt,acivir,acivir 800 dt,acivir dt 800mg,acivir 800,acivirdt,acivir800,acivir dt 800,,,,,,,,,,2,acivir,dt,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,aciclovir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,800mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfa4843017652081136e,Acne UV SPF 50 Gel,,Acne UV SPF 50,acne uv spf 50,,sunscreen,sun protection,spf 50,acne prone skin,uv protection,broad spectrum sunscreen,sunblock,skin protection,photo protection,gel sunscreen,,,,,,,,,2026-03-24T16:45:24.910753+00:00,50,,,gpt-5.4,allopathic,2.0,evital+llm,true,DP4kfaJQ1db1Vb+JWsPcwg==,Gel,D,,brand_name,true,otc,medicine,2026-03-24T16:45:24.910678+00:00,true,false,Ipca Laboratories Ltd,,50 Gm,50,gm,tube,1 Tube of  50 Gm,tube,50,measurement,sun protection for acne-prone skin,841,OTC,acneuv,acneuv spf 50,acne uv,acneuvspf50,acne uv 50,acneuv50,acne uv spf 50,acne uv spf50,,,,,,,,,,,,4,acne,uv,spf,50,,,,,,,,,,,,,2026-03-31T11:09:09.461256+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfa8843017652081136f,Acnesol Gel,clindamycin 1%,Acnesol,acnesol,,clindamycin,antibiotic,lincosamide,acne,pimples,acne treatment,skin infection,bacterial skin infection,muhase,topical antibiotic,,,,,,,,Clindamycin (1%w/w),2026-03-24T16:45:28.954754+00:00,1%,%,1,gpt-5.4,allopathic,2.0,evital+llm,true,YayGOjs4nZeFosWI/k1t3A==,Gel,D,,brand_name,true,drug,medicine,2026-03-24T16:45:28.954706+00:00,true,false,Systopic Laboratories Pvt Ltd,clindamycin 1%,20 Gm,20,gm,tube,1 Tube of  20 Gm,tube,20,measurement,acne treatment,819,H,acnesolgel,acnesol1,acnesol gel,acnesol1%,acnesol 1,acnesol,acnesol 1%,,,,,,,,,,,,,1,acnesol,,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,clindamycin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfaa8430176520811372,Acnedap Plus Gel,adapalene 0.1% + dapsone 5%,Acnedap Plus,acnedap plus,,adapalene,dapsone,anti acne,acne,pimples,topical antibiotic,topical retinoid,comedones,skin infection,muhase,pimple gel,acne treatment,,,,,,Adapalene (0.1%w/w) + Dapsone (5%w/w),2026-03-24T16:45:30.303621+00:00,,%,0.1,gpt-5.4,allopathic,2.0,evital+llm,true,XMp82uMkD3wrIzWi/4u3Fg==,Gel,D,Plus,brand_name,true,drug,medicine,2026-03-24T16:45:30.303569+00:00,true,false,Cipla Ltd,adapalene 0.1% + dapsone 5%,15 Gm,15,gm,tube,1 Tube of  15 Gm,tube,15,measurement,acne and pimple treatment,819,H,acnedap plus,acnedap plus 0.1 5,acnedap plus 0.1% 5%,acnedap-plus,acnedap plus topical,acnedap plus gel,acnedapplus,acnedap+,,,,,,,,,,,,2,acnedap,plus,,,,,,,,,,,,,,,2026-05-05T18:49:43.485052+00:00,adapalene,dapsone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1/5,0.1%+5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfb8843017652081137f,Acrotac 25 Capsule,acitretin 25mg,Acrotac,acrotac,,acitretin,retinoid,antipsoriatic,psoriasis,skin disease,skin treatment,chronic psoriasis,scaly skin,dermatology,prescription skin medicine,,,,,,,,Acitretin (25mg),2026-03-24T16:45:44.103247+00:00,25mg,mg,25,gpt-5.4,allopathic,2.0,evital+llm,true,gcxQSmhPqAWSsUU3Qn0bJw==,Capsule,C,,brand_name,true,drug,medicine,2026-03-24T16:45:44.103195+00:00,true,false,Sun Pharmaceutical Industries Ltd,acitretin 25mg,10 Capsules,10,capsules,strip,1 Strip of  10 Capsules,strip,10,countable,psoriasis treatment,819,H,acrotac,acro tac,acrotac 25mg,acrotac 25,acro tac 25,acrotac25mg,acrotac25,,,,,,,,,,,,,1,acrotac,,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,acitretin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfbc8430176520811385,Activegaba-NT 100 Tablet,,Activegaba-NT,activegaba-nt,,neuropathic pain,nerve pain,pain relief,dard,tingling,burning feet,diabetic neuropathy,pregabalin combination,nortriptyline combination,,,,,,,,,,2026-03-24T16:45:48.661883+00:00,100mg,mg,100,gpt-5.4,allopathic,2.0,llm_only,false,,Tablet,C,NT,brand_name,false,drug,medicine,2026-03-27T08:58:04.254112+00:00,true,false,,,,,,,,,,,nerve pain relief,,H,activegaba-nt 100mg,activegaba-nt nt,activegaba-nt 100 nt,activegabant,activegaba nt 100,activegabant100,activegaba-nt nt 100,activegaba-nt100,activegaba nt,activegaba-nt 100,activegaba-nt,activegaba-ntnt,,,,,,,,1,activegaba-nt,,,,,,,,,,,,,2026-03-26T20:33:45.002297+00:00,0,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfbd8430176520811386,Actis C2 Tablet,collagen 300mg + glucosamine sulphate potassium chloride 750mg + methyl sulfonyl methane 200mg + sodium hyaluronate 10mg + vitamin c 35mg + vitamin d3 25mcg,Actis C2,actis c2,,collagen,glucosamine sulphate potassium chloride,methyl sulfonyl methane,sodium hyaluronate,vitamin c,vitamin d3,joint pain,osteoarthritis,joint support,cartilage support,bone health,dard,,,,,,Methyl Sulfonyl Methane (200mg) + Sodium Hyaluronate (10mg) + Vitamin C (35mg) + Glucosamine Sulphate Potassium Chloride (750mg) + Vitamin D3 (25mcg) + Collagen (300mg),2026-03-24T16:45:49.407877+00:00,,mg,300,gpt-5.4,allopathic,2.0,evital+llm,true,NVk62hNpNcR0x0lLNyiFDw==,Tablet,C,,brand_name,true,otc,medicine,2026-03-24T16:45:49.407477+00:00,true,false,Pharmed Ltd,collagen 300mg + glucosamine sulphate potassium chloride 750mg + methyl sulfonyl methane 200mg + sodium hyaluronate 10mg + vitamin c 35mg + vitamin d3 25mcg,10 Tablet,10,tablet,strip,1 Strip of  10 Tablet,strip,10,countable,joint pain relief,847,OTC,actisc 2,actis c 2,actis c2 tablet,actis c2 tab,actisc2,actis c2 tabs,actis c2,actis-c2,,,,,,,,,,,,2,actis,c2,,,,,,,,,,,,,,,2026-05-05T18:49:43.485052+00:00,collagen,glucosamine sulphate potassium chloride,methyl sulfonyl methane,sodium hyaluronate,vitamin c,vitamin d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,750,200,10,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,mg,mg,mg,mg,mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300/750/200/10/35/25,300mg+750mg+200mg+10mg+35mg+25mcg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfbd8430176520811387,Activision Softgel Capsule,,Activision,activision,,softgel capsule,capsule,oral medicine,otc,health supplement,wellness,general health,daily supplement,,,,,,,,,,,2026-03-24T16:45:49.418282+00:00,,,,gpt-5.4,allopathic,2.0,llm_only,false,,Softgel,C,,brand_name,false,otc,medicine,2026-03-27T08:58:08.940885+00:00,true,false,,,,,,,,,,,general health support,,OTC,activision,activisionsoftgel,activision softgel,activision sg,activision capsule,activisioncapsule,,,,,,,,,,,,,,1,activision,,,,,,,,,,,,,2026-03-26T20:33:46.500566+00:00,20,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69c2bfc1843017652081138b,Acular LS Ophthalmic Solution,,Acular LS,acular ls,,eye drops,ophthalmic,eye pain,eye inflammation,post eye surgery,redness,swelling,ophthalmology,,,,,,,,,,,2026-03-24T16:45:53.557521+00:00,,,,gpt-5.4,allopathic,2.0,llm_only,false,,Eye Drops,G,LS,brand_name,false,drug,medicine,2026-03-27T08:58:15.905122+00:00,true,false,,,,,,,,,,,eye pain and inflammation relief,,H,acular ls,acular ls drops,acular-ls,acularls eye,acular l s,acular ls eye,acularls,acular,,,,,,,,,,,,2,acular,ls,,,,,,,,,,,,2026-03-26T20:33:47.521787+00:00,0,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69bdb52e84301765208112f4,112 Saal Ki Burhia Ki Ghuti,,112 Saal Ki Burhia Ki Ghuti,112 saal ki burhia ki ghuti,,ayurvedic,traditional remedy,digestive aid,stomach care,indigestion,gas,acidity,pet dard,pachan,gharelu nuskha,,,,,,,,,2026-05-12T14:46:23.137659+00:00,,,,gpt-5.4,allopathic,2.0,evital+llm,true,gGoe9es0iuuzWS1lVInbYQ==,,J,,brand_name,true,otc,medicine,2026-04-29T08:30:29.732924+00:00,true,false,Vaidya Revati Prasad,,,,,,,,,,digestive relief,841,,burhiya ki ghuti,112 burhia ghuti,112 saal ki burhia ki ghuti,burhia ki ghuti,burhiakighuti,112 saal ki ghuti,112 saal burhia ki ghuti,112saalkiburhiakighuti,,,,,,,,,,,,6,112,saal,ki,burhia,ki,ghuti,,,,,,,,2026-04-29T08:24:13.797253+00:00,5,,2026-05-12T14:46:23.137659+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-11T12:31:48.902033+00:00,312bf587,evital_data_missing,false,2026-05-12T12:12:52.349501+00:00,ayurvedic_multi_ingredient,,,,,,,,30 Ml,Vaidya Revati Prasad,32,32,,1 Bottle of  30 Ml,1,Bottle,112-saal-ki-burhia-ki-ghuti-M03BC6S,track2_sibling_sweep,4e2beb20,,,,,
69bdb53084301765208112f7,1 AL 10 Tablet,levocetirizine 10mg,1 AL,1 al,,levocetirizine,antihistamine,anti allergy,allergy,allergic rhinitis,sneezing,runny nose,itching,urticaria,hives,naak bahna,allergy ki dawai,,,,,,Levocetirizine (10mg),2026-03-20T20:59:28.809689+00:00,10mg,mg,10,gpt-5.4,allopathic,2.0,evital+llm,true,fZKzrd1UM4kOCQhZBELC0w==,Tablet,C,,brand_name,true,drug,medicine,2026-03-20T20:59:28.809611+00:00,true,false,FDC Ltd,levocetirizine 10mg,15 Tablet,15,tablet,strip,1 Strip of  15 Tablet,strip,15,countable,allergy relief,819,H,1 al,1-al-10,1 al 10,1 al 10mg,1 al10,1al,1al10,1-al,,,,,,,,,,,,2,1,al,,,,,,,,,,,,,,,2026-05-06T08:25:10.610353+00:00,levocetirizine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69bdb53184301765208112f8,112 Saal Ki Burhia Ki Ghutti,,112 Saal Ki Burhia Ki Ghutti,112 saal ki burhia ki ghutti,,ghutti,traditional remedy,digestive aid,baby colic,infant digestion,gas relief,pet dard,colic,indigestion,otc,,,,,,,,,2026-03-20T20:59:29.347918+00:00,,,,gpt-5.4,allopathic,2.0,llm_only,false,,,,,brand_name,false,otc,medicine,2026-03-27T08:58:27.316334+00:00,true,false,,,,,,,,,,,digestive and colic relief,,OTC,112 saal ki burhia ghutti,burhiakighutti,burhia ghutti,112saalkiburhiakighutti,112 saal ki burhia ki ghutti,112 saal ghutti,burhia ki ghutti,,,,,,,,,,,,,6,112,saal,ki,burhia,ki,ghutti,,,,,,,,2026-03-26T20:33:49.555180+00:00,5,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69bdb53484301765208112fa,3Cef Novo 1.5g Injection,,3Cef Novo,3cef novo,,antibiotic,injection,bacterial infection,infection,severe infection,hospital antibiotic,injectable antibiotic,general injection,,,,,,,,,,,2026-03-20T20:59:32.292505+00:00,1.5gm,gm,1.5,gpt-5.4,allopathic,2.0,llm_only,false,,Injection,E,,brand_name,false,general_injection,medicine,2026-03-27T08:58:33.062835+00:00,true,false,,,,,,,,,,,severe bacterial infection,,H,3cef novo 1.5gm,3 cef novo 1.5g,3cefnovo1.5g,3cef novo 1.5g,3cef novo,3cef novo 1.5,3cefnovo1.5,3 cef novo,3cefnovo,,,,,,,,,,,2,3cef,novo,,,,,,,,,,,,2026-03-26T20:33:50.567983+00:00,0,e74f4251,2026-05-07T03:47:09.730126+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
